delivery_id,delivery_status,order_id,delivery_time,rider_id
3984,Delayed,3984,23:39:18,13
3985,Delayed,3985,03:20:34,17
3986,Delayed,3986,03:30:30,35
3987,Returned,3987,14:35:59,3
3988,Delayed,3988,20:52:56,15
3989,Delayed,3989,11:02:22,43
3990,Delayed,3990,19:48:50,14
3991,Returned,3991,18:42:31,17
3992,Delayed,3992,05:39:53,47
3993,Delayed,3993,16:06:06,37
3994,Delayed,3994,18:20:46,20
3995,Delivered,3995,20:19:40,18
3996,Returned,3996,09:44:58,25
3997,Delayed,3997,16:12:42,19
3998,Delayed,3998,08:59:28,17
3999,Delivered,3999,18:34:50,10
4000,Delivered,4000,12:33:28,28
4001,Delayed,4001,19:59:46,21
4002,Delayed,4002,20:23:30,26
4003,Delayed,4003,17:41:22,17
4004,Delayed,4004,14:44:35,8
4005,Returned,4005,21:33:38,43
4006,Delayed,4006,20:41:49,20
4007,Returned,4007,02:27:12,40
4008,Delivered,4008,03:00:46,23
4009,Returned,4009,01:50:35,18
4010,Delivered,4010,17:16:05,38
4011,Delivered,4011,08:37:53,6
4012,Delivered,4012,20:58:22,25
4013,Delayed,4013,21:00:58,10
4014,Delayed,4014,14:32:48,28
4015,Delayed,4015,23:51:02,32
4016,Returned,4016,08:03:37,15
4017,Delayed,4017,00:05:50,18
4018,Delivered,4018,16:31:32,47
4019,Returned,4019,05:35:34,46
4020,Delayed,4020,16:02:31,42
4021,Returned,4021,05:17:07,19
4022,Delayed,4022,16:58:55,48
4023,Returned,4023,09:04:02,3
4024,Delayed,4024,03:09:42,25
4025,Delayed,4025,13:22:04,23
4026,Delivered,4026,08:40:48,23
4027,Delivered,4027,22:31:45,5
4028,Delivered,4028,13:47:34,1
4029,Delayed,4029,07:41:00,15
4030,Returned,4030,06:03:36,32
4031,Delayed,4031,05:08:06,31
4032,Delivered,4032,19:00:11,12
4033,Delayed,4033,10:59:55,12
4034,Delayed,4034,22:55:07,8
4035,Returned,4035,15:35:54,12
4036,Delayed,4036,06:20:26,10
4037,Delayed,4037,11:47:31,29
4038,Delayed,4038,10:06:28,45
4039,Delivered,4039,12:13:27,17
4040,Returned,4040,20:32:31,8
4041,Delayed,4041,00:20:39,45
4042,Returned,4042,20:57:09,29
4043,Delivered,4043,14:36:58,11
4044,Delivered,4044,10:55:14,5
4045,Delivered,4045,20:15:46,13
4046,Delivered,4046,02:30:00,23
4047,Delivered,4047,20:24:07,17
4048,Delayed,4048,06:34:36,3
4049,Delayed,4049,11:59:54,16
4050,Delivered,4050,14:03:19,13
4051,Delayed,4051,03:47:39,14
4052,Delivered,4052,05:21:30,17
4053,Returned,4053,13:52:46,41
4054,Delivered,4054,07:35:21,19
4055,Delayed,4055,10:08:43,21
4056,Delayed,4056,12:59:00,17
4057,Delayed,4057,09:28:37,22
4058,Returned,4058,20:34:02,2
4059,Returned,4059,21:06:11,47
4060,Returned,4060,08:21:07,5
4061,Delivered,4061,01:21:15,43
4062,Delayed,4062,03:03:55,48
4063,Returned,4063,13:54:55,39
4064,Delayed,4064,03:50:39,15
4065,Delivered,4065,14:11:10,46
4066,Delivered,4066,13:02:38,19
4067,Returned,4067,03:11:40,18
4068,Delayed,4068,00:57:27,36
4069,Delayed,4069,11:01:17,38
4070,Delayed,4070,23:00:38,2
4071,Delayed,4071,02:28:44,30
4072,Delivered,4072,07:55:05,7
4073,Delayed,4073,01:31:52,45
4074,Delivered,4074,15:25:05,8
4075,Delayed,4075,06:59:24,4
4076,Returned,4076,10:24:14,14
4077,Delayed,4077,18:11:13,36
4078,Delayed,4078,13:04:09,38
4079,Delivered,4079,11:22:25,35
4080,Delayed,4080,18:22:28,5
4081,Delivered,4081,14:47:42,22
4082,Delayed,4082,02:43:51,36
4083,Delayed,4083,08:34:10,43
4084,Returned,4084,19:21:31,45
4085,Returned,4085,18:47:38,21
4086,Delayed,4086,17:41:46,19
4087,Delayed,4087,06:26:32,24
4088,Delayed,4088,09:33:40,40
4089,Delayed,4089,18:07:16,12
4090,Delayed,4090,16:06:59,29
4091,Delivered,4091,22:54:19,31
4092,Delayed,4092,18:50:14,44
4093,Delayed,4093,08:52:40,41
4094,Delayed,4094,11:14:05,32
4095,Delivered,4095,04:56:39,49
4096,Delivered,4096,09:54:08,34
4097,Delivered,4097,06:46:53,43
4098,Delayed,4098,02:41:11,32
4099,Returned,4099,14:01:21,16
4100,Delivered,4100,23:16:26,19
4101,Delivered,4101,13:42:14,35
4102,Delivered,4102,08:59:58,40
4103,Delivered,4103,09:37:30,3
4104,Delivered,4104,05:32:53,33
4105,Delivered,4105,00:35:25,25
4106,Delayed,4106,11:26:01,13
4107,Delivered,4107,17:37:51,30
4108,Delayed,4108,17:46:07,36
4109,Delayed,4109,21:39:37,46
4110,Returned,4110,09:44:51,7
4111,Delayed,4111,19:31:05,10
4112,Delayed,4112,05:48:59,11
4113,Delayed,4113,20:15:55,37
4114,Returned,4114,09:26:25,8
4115,Delayed,4115,04:31:40,33
4116,Delivered,4116,17:31:49,22
4117,Returned,4117,07:53:17,22
4118,Delivered,4118,04:03:48,8
4119,Delayed,4119,08:34:05,2
4120,Delivered,4120,06:25:27,44
4121,Delayed,4121,19:18:06,3
4122,Delivered,4122,22:02:24,26
4123,Returned,4123,05:02:44,47
4124,Delivered,4124,09:05:27,44
4125,Delivered,4125,01:33:22,34
4126,Returned,4126,14:38:09,14
4127,Delayed,4127,23:18:06,10
4128,Returned,4128,21:42:39,40
4129,Delayed,4129,11:34:58,29
4130,Delivered,4130,22:06:54,39
4131,Returned,4131,09:28:52,18
4132,Delivered,4132,12:42:50,35
4133,Delayed,4133,06:15:29,39
4134,Returned,4134,22:17:57,36
4135,Delivered,4135,02:22:40,15
4136,Delivered,4136,10:15:59,27
4137,Returned,4137,04:00:42,5
4138,Delayed,4138,21:03:58,4
4139,Returned,4139,11:07:47,11
4140,Returned,4140,15:02:00,18
4141,Delayed,4141,12:51:21,39
4142,Delivered,4142,14:39:28,21
4143,Delayed,4143,16:03:05,27
4144,Returned,4144,21:25:27,29
4145,Returned,4145,19:49:54,11
4146,Delayed,4146,05:48:16,38
4147,Delivered,4147,19:37:58,5
4148,Returned,4148,02:20:01,26
4149,Delivered,4149,13:06:18,19
4150,Delivered,4150,12:15:12,4
4151,Delivered,4151,17:17:28,50
4152,Delayed,4152,22:24:06,2
4153,Delayed,4153,22:11:45,13
4154,Returned,4154,00:07:13,50
4155,Delivered,4155,20:38:49,1
4156,Delivered,4156,11:29:08,26
4157,Delayed,4157,18:52:10,10
4158,Delayed,4158,02:36:30,25
4159,Returned,4159,21:38:26,22
4160,Delivered,4160,07:08:56,36
4161,Returned,4161,17:40:06,11
4162,Delivered,4162,05:58:49,4
4163,Delayed,4163,07:44:46,24
4164,Delayed,4164,14:03:41,5
4165,Delivered,4165,11:37:12,4
4166,Returned,4166,07:24:42,28
4167,Delivered,4167,21:55:05,49
4168,Delayed,4168,11:43:10,26
4169,Delivered,4169,09:52:43,40
4170,Delivered,4170,03:03:34,43
4171,Delayed,4171,04:02:02,26
4172,Delayed,4172,20:30:06,2
4173,Delivered,4173,06:01:17,25
4174,Delayed,4174,13:00:37,37
4175,Delivered,4175,22:09:08,23
4176,Returned,4176,19:30:44,39
4177,Delivered,4177,12:33:10,45
4178,Delivered,4178,02:00:16,46
4179,Delayed,4179,15:36:34,12
4180,Returned,4180,21:18:34,31
4181,Delayed,4181,12:37:17,2
4182,Delayed,4182,03:25:21,12
4183,Returned,4183,00:01:43,35
4184,Delivered,4184,19:24:20,34
4185,Returned,4185,13:11:01,39
4186,Delivered,4186,19:06:52,12
4187,Delayed,4187,00:04:39,39
4188,Delayed,4188,12:11:30,22
4189,Returned,4189,21:57:40,13
4190,Delayed,4190,20:48:36,10
4191,Returned,4191,04:51:07,40
4192,Delayed,4192,06:13:27,5
4193,Delayed,4193,18:33:46,25
4194,Delivered,4194,00:29:41,42
4195,Returned,4195,21:08:46,10
4196,Delayed,4196,07:04:24,21
4197,Returned,4197,00:38:53,49
4198,Returned,4198,22:25:51,9
4199,Delivered,4199,06:21:01,11
4200,Returned,4200,15:04:28,30
4201,Delayed,4201,12:47:08,11
4202,Delayed,4202,14:55:54,4
4203,Delayed,4203,18:39:24,22
4204,Returned,4204,20:37:20,40
4205,Delayed,4205,04:45:05,48
4206,Delayed,4206,17:24:52,37
4207,Returned,4207,21:41:04,43
4208,Delayed,4208,06:39:06,13
4209,Delayed,4209,13:42:09,2
4210,Delayed,4210,09:36:17,15
4211,Delayed,4211,08:41:20,42
4212,Delivered,4212,14:30:26,16
4213,Returned,4213,13:40:29,5
4214,Delivered,4214,08:30:23,24
4215,Delayed,4215,03:47:56,49
4216,Delivered,4216,05:19:36,28
4217,Delayed,4217,12:53:34,39
4218,Delayed,4218,03:14:28,20
4219,Returned,4219,19:55:38,29
4220,Delayed,4220,11:08:02,49
4221,Returned,4221,13:52:39,30
4222,Delayed,4222,03:42:24,5
4223,Delayed,4223,23:57:59,6
4224,Delayed,4224,04:40:11,43
4225,Returned,4225,02:18:47,20
4226,Delayed,4226,19:31:12,22
4227,Returned,4227,21:04:28,30
4228,Delivered,4228,02:19:07,49
4229,Delivered,4229,07:31:35,16
4230,Delayed,4230,06:34:04,39
4231,Returned,4231,07:47:40,47
4232,Delivered,4232,04:08:59,8
4233,Delayed,4233,14:12:23,6
4234,Delivered,4234,07:34:26,40
4235,Returned,4235,00:34:02,31
4236,Delivered,4236,02:28:56,26
4237,Delivered,4237,15:20:13,40
4238,Delayed,4238,17:31:25,3
4239,Delayed,4239,17:15:41,40
4240,Delivered,4240,20:35:03,19
4241,Delivered,4241,06:58:49,10
4242,Delayed,4242,12:27:18,42
4243,Delayed,4243,17:40:51,7
4244,Delivered,4244,09:54:20,21
4245,Delayed,4245,22:34:17,40
4246,Returned,4246,10:12:06,6
4247,Delayed,4247,05:46:21,3
4248,Returned,4248,23:56:26,22
4249,Delivered,4249,00:42:54,17
4250,Delayed,4250,09:17:54,6
4251,Delivered,4251,22:14:49,10
4252,Delayed,4252,12:41:54,38
4253,Delivered,4253,02:57:44,13
4254,Delayed,4254,02:37:29,9
4255,Delayed,4255,22:42:20,7
4256,Delayed,4256,19:57:36,6
4257,Delivered,4257,11:15:39,14
4258,Delayed,4258,11:17:45,29
4259,Delayed,4259,10:18:27,2
4260,Returned,4260,19:38:03,29
4261,Delivered,4261,06:33:29,4
4262,Returned,4262,18:22:49,11
4263,Delayed,4263,03:21:32,9
4264,Delayed,4264,10:45:03,37
4265,Delivered,4265,20:56:44,36
4266,Delivered,4266,03:35:20,18
4267,Delivered,4267,18:41:58,7
4268,Returned,4268,00:19:41,24
4269,Returned,4269,23:45:00,33
4270,Delayed,4270,00:46:30,12
4271,Delivered,4271,04:50:24,8
4272,Returned,4272,05:58:19,29
4273,Delayed,4273,05:52:40,25
4274,Returned,4274,08:10:35,1
4275,Returned,4275,05:03:29,29
4276,Delayed,4276,02:21:56,8
4277,Delivered,4277,04:57:33,17
4278,Returned,4278,04:10:22,20
4279,Delivered,4279,15:26:31,47
4280,Returned,4280,06:07:08,2
4281,Delayed,4281,05:56:40,20
4282,Delivered,4282,02:50:32,32
4283,Delayed,4283,10:34:16,31
4284,Delivered,4284,08:32:42,9
4285,Delayed,4285,02:23:58,36
4286,Delayed,4286,21:00:28,12
4287,Delayed,4287,08:00:06,12
4288,Delivered,4288,09:10:01,12
4289,Delivered,4289,17:21:12,15
4290,Returned,4290,20:44:57,49
4291,Delivered,4291,22:22:02,44
4292,Delivered,4292,12:52:43,34
4293,Delivered,4293,12:54:31,39
4294,Delayed,4294,07:25:11,35
4295,Delivered,4295,02:46:28,11
4296,Delivered,4296,09:19:35,46
4297,Returned,4297,07:03:00,27
4298,Delivered,4298,14:50:46,45
4299,Delivered,4299,04:44:47,16
4300,Delayed,4300,07:21:55,30
4301,Delivered,4301,11:59:59,10
4302,Delivered,4302,21:39:10,14
4303,Delivered,4303,13:50:42,2
4304,Delivered,4304,13:50:18,37
4305,Delayed,4305,21:35:40,23
4306,Delivered,4306,05:01:48,35
4307,Delivered,4307,18:08:41,28
4308,Delayed,4308,14:09:17,47
4309,Delayed,4309,12:11:40,24
4310,Delivered,4310,06:53:24,33
4311,Returned,4311,05:00:18,30
4312,Returned,4312,23:57:19,17
4313,Delivered,4313,03:51:48,18
4314,Returned,4314,02:28:25,25
4315,Delayed,4315,09:05:08,50
4316,Delivered,4316,18:14:50,49
4317,Returned,4317,00:04:14,22
4318,Delivered,4318,13:12:27,3
4319,Delivered,4319,10:10:11,19
4320,Returned,4320,08:40:56,27
4321,Delivered,4321,12:19:54,28
4322,Delayed,4322,03:41:07,15
4323,Returned,4323,07:15:12,48
4324,Delayed,4324,08:57:13,28
4325,Delayed,4325,10:10:30,12
4326,Delayed,4326,15:30:52,20
4327,Delivered,4327,10:39:49,24
4328,Delayed,4328,18:34:09,21
4329,Delivered,4329,18:31:27,43
4330,Delivered,4330,04:53:12,4
4331,Delivered,4331,14:50:24,13
4332,Returned,4332,02:33:01,41
4333,Delayed,4333,02:32:03,28
4334,Delivered,4334,03:17:35,26
4335,Returned,4335,11:20:03,43
4336,Delivered,4336,05:34:49,5
4337,Delivered,4337,18:57:38,31
4338,Delayed,4338,23:44:59,38
4339,Delayed,4339,00:17:03,43
4340,Delayed,4340,21:10:42,41
4341,Delayed,4341,19:39:46,38
4342,Returned,4342,06:28:37,2
4343,Delivered,4343,03:44:38,29
4344,Delayed,4344,03:17:35,14
4345,Returned,4345,15:20:10,19
4346,Returned,4346,15:37:41,43
4347,Returned,4347,07:42:55,5
4348,Delivered,4348,02:21:20,42
4349,Delivered,4349,15:03:22,46
4350,Delayed,4350,08:43:41,14
4351,Delayed,4351,11:38:10,5
4352,Delivered,4352,13:26:50,37
4353,Delayed,4353,14:57:34,4
4354,Delivered,4354,05:43:20,13
4355,Delayed,4355,12:33:27,42
4356,Delivered,4356,07:17:48,10
4357,Returned,4357,06:49:59,29
4358,Delayed,4358,11:50:39,13
4359,Returned,4359,11:37:39,3
4360,Returned,4360,12:55:19,10
4361,Returned,4361,08:15:57,27
4362,Delivered,4362,10:40:39,12
4363,Returned,4363,23:12:10,48
4364,Delayed,4364,10:43:44,34
4365,Delayed,4365,16:33:21,24
4366,Returned,4366,13:45:51,33
4367,Returned,4367,05:31:13,19
4368,Delayed,4368,13:45:12,8
4369,Delayed,4369,01:15:35,1
4370,Returned,4370,13:52:52,16
4371,Returned,4371,12:21:18,34
4372,Delayed,4372,18:24:38,14
4373,Delayed,4373,03:23:44,10
4374,Delayed,4374,21:52:01,34
4375,Delivered,4375,13:10:58,33
4376,Returned,4376,02:53:02,7
4377,Delayed,4377,14:47:54,22
4378,Delayed,4378,04:39:37,38
4379,Delivered,4379,03:34:41,19
4380,Delayed,4380,09:34:39,34
4381,Returned,4381,00:36:39,29
4382,Delayed,4382,21:11:55,37
4383,Delivered,4383,17:07:09,49
4384,Delayed,4384,01:57:36,6
4385,Delivered,4385,10:40:32,47
4386,Delayed,4386,12:18:55,44
4387,Returned,4387,20:26:02,37
4388,Delayed,4388,20:29:32,16
4389,Delayed,4389,09:26:17,23
4390,Delivered,4390,23:27:22,41
4391,Returned,4391,22:45:19,26
4392,Delivered,4392,06:48:05,7
4393,Delivered,4393,20:28:08,29
4394,Delivered,4394,07:47:51,46
4395,Delayed,4395,17:28:26,38
4396,Delivered,4396,15:58:09,11
4397,Returned,4397,17:59:50,1
4398,Delivered,4398,14:02:57,40
4399,Returned,4399,14:47:29,18
4400,Delayed,4400,06:31:33,18
4401,Delayed,4401,21:33:52,19
4402,Delayed,4402,18:36:53,4
4403,Delayed,4403,16:14:23,47
4404,Delayed,4404,16:12:16,36
4405,Delivered,4405,13:07:16,12
4406,Returned,4406,21:05:50,12
4407,Returned,4407,04:50:01,36
4408,Returned,4408,10:44:40,22
4409,Delivered,4409,21:47:35,24
4410,Delayed,4410,10:39:12,3
4411,Delayed,4411,12:32:13,20
4412,Returned,4412,10:19:01,26
4413,Delayed,4413,01:28:07,46
4414,Delayed,4414,04:24:14,21
4415,Delivered,4415,04:53:55,13
4416,Returned,4416,22:38:43,21
4417,Delivered,4417,15:09:35,34
4418,Delivered,4418,07:42:14,23
4419,Delivered,4419,13:43:09,34
4420,Delivered,4420,23:00:14,9
4421,Delayed,4421,02:50:01,39
4422,Delivered,4422,11:14:53,40
4423,Delayed,4423,04:01:51,25
4424,Delivered,4424,20:44:53,26
4425,Delivered,4425,02:50:15,38
4426,Delivered,4426,03:56:49,26
4427,Delayed,4427,20:10:49,47
4428,Delivered,4428,06:02:43,6
4429,Delivered,4429,02:51:17,13
4430,Delayed,4430,20:07:49,29
4431,Delayed,4431,23:43:59,17
4432,Delivered,4432,01:59:43,32
4433,Delivered,4433,05:19:51,31
4434,Returned,4434,04:33:58,16
4435,Returned,4435,22:33:44,21
4436,Delayed,4436,03:40:30,25
4437,Returned,4437,09:58:05,1
4438,Delayed,4438,12:30:03,3
4439,Returned,4439,03:02:17,4
4440,Returned,4440,06:08:15,45
4441,Delayed,4441,14:54:09,7
4442,Delayed,4442,04:27:32,32
4443,Returned,4443,18:00:34,43
4444,Returned,4444,21:06:07,2
4445,Delayed,4445,07:32:00,5
4446,Delivered,4446,06:30:20,41
4447,Delayed,4447,21:22:31,31
4448,Delivered,4448,04:07:45,26
4449,Returned,4449,09:46:51,39
4450,Delayed,4450,22:29:10,12
4451,Delayed,4451,08:56:23,10
4452,Delivered,4452,23:12:45,12
4453,Returned,4453,02:41:55,44
4454,Delayed,4454,16:35:37,23
4455,Delivered,4455,09:29:59,33
4456,Returned,4456,14:28:26,35
4457,Returned,4457,12:31:51,12
4458,Delayed,4458,05:03:11,47
4459,Delayed,4459,14:01:12,2
4460,Delivered,4460,08:12:26,24
4461,Returned,4461,11:30:38,49
4462,Delivered,4462,22:19:07,16
4463,Delivered,4463,06:02:28,5
4464,Delayed,4464,07:30:46,10
4465,Delayed,4465,08:28:48,5
4466,Delayed,4466,02:10:34,24
4467,Delayed,4467,22:41:56,23
4468,Delivered,4468,12:05:20,5
4469,Returned,4469,19:55:52,25
4470,Returned,4470,08:27:01,44
4471,Delivered,4471,07:32:17,30
4472,Delayed,4472,15:55:13,44
4473,Delayed,4473,07:10:24,10
4474,Delivered,4474,15:16:16,10
4475,Delayed,4475,02:00:52,14
4476,Delayed,4476,07:11:45,19
4477,Returned,4477,20:57:52,45
4478,Returned,4478,13:14:55,11
4479,Delayed,4479,23:54:33,27
4480,Returned,4480,16:48:23,9
4481,Delayed,4481,16:26:28,28
4482,Returned,4482,14:57:49,12
4483,Delayed,4483,16:55:52,15
4484,Delivered,4484,02:14:01,28
4485,Delayed,4485,08:24:50,15
4486,Delayed,4486,15:25:17,6
4487,Returned,4487,14:09:26,9
4488,Delayed,4488,07:14:41,34
4489,Returned,4489,16:34:15,29
4490,Returned,4490,09:02:13,22
4491,Delivered,4491,16:55:08,13
4492,Returned,4492,02:21:46,35
4493,Returned,4493,05:01:03,47
4494,Delivered,4494,17:37:26,19
4495,Delayed,4495,11:18:46,18
4496,Returned,4496,05:04:41,17
4497,Delayed,4497,21:55:50,43
4498,Returned,4498,14:22:20,7
4499,Returned,4499,20:48:51,50
4500,Delayed,4500,06:41:28,1
4501,Delayed,4501,19:03:00,27
4502,Delayed,4502,20:52:14,3
4503,Returned,4503,06:43:40,2
4504,Delivered,4504,10:16:37,38
4505,Delayed,4505,17:22:16,32
4506,Delayed,4506,08:47:01,41
4507,Delayed,4507,11:16:36,42
4508,Delivered,4508,07:30:24,44
4509,Delayed,4509,06:37:41,1
4510,Returned,4510,11:06:12,12
4511,Delivered,4511,10:34:35,44
4512,Delivered,4512,08:48:08,19
4513,Delivered,4513,04:52:42,16
4514,Returned,4514,08:00:00,6
4515,Delivered,4515,14:35:22,48
4516,Returned,4516,07:46:07,7
4517,Delivered,4517,11:15:11,13
4518,Delayed,4518,23:33:32,22
4519,Returned,4519,15:29:21,26
4520,Returned,4520,22:16:09,40
4521,Delayed,4521,09:17:02,27
4522,Delayed,4522,20:49:23,35
4523,Delivered,4523,09:39:53,23
4524,Delivered,4524,19:35:14,5
4525,Delivered,4525,10:05:48,8
4526,Delivered,4526,03:00:48,9
4527,Delayed,4527,10:01:41,25
4528,Delayed,4528,10:54:11,27
4529,Delayed,4529,15:13:02,33
4530,Delivered,4530,23:20:02,1
4531,Returned,4531,05:23:24,29
4532,Delayed,4532,10:53:58,27
4533,Returned,4533,03:51:15,36
4534,Returned,4534,22:58:25,27
4535,Delayed,4535,15:19:39,39
4536,Returned,4536,07:29:11,28
4537,Delivered,4537,11:19:47,6
4538,Delayed,4538,10:53:45,12
4539,Returned,4539,13:10:26,47
4540,Delivered,4540,04:43:43,13
4541,Delayed,4541,15:20:12,24
4542,Returned,4542,23:37:36,38
4543,Delivered,4543,09:30:13,29
4544,Delivered,4544,03:41:39,46
4545,Returned,4545,21:13:00,38
4546,Returned,4546,05:30:15,46
4547,Returned,4547,16:40:20,40
4548,Delivered,4548,09:06:09,15
4549,Delayed,4549,14:37:37,28
4550,Delayed,4550,01:15:19,24
4551,Delayed,4551,10:04:59,29
4552,Returned,4552,15:15:03,13
4553,Returned,4553,21:33:57,45
4554,Delayed,4554,02:38:52,28
4555,Delivered,4555,16:41:17,14
4556,Returned,4556,09:07:06,5
4557,Delivered,4557,01:38:40,48
4558,Delivered,4558,11:04:27,38
4559,Delayed,4559,22:17:02,2
4560,Delayed,4560,21:34:57,39
4561,Delivered,4561,03:48:26,37
4562,Delivered,4562,19:02:08,16
4563,Delayed,4563,21:31:57,3
4564,Delivered,4564,14:59:52,31
4565,Delayed,4565,13:19:38,44
4566,Returned,4566,17:56:05,39
4567,Delivered,4567,16:44:23,16
4568,Delayed,4568,13:32:07,23
4569,Delayed,4569,06:27:56,16
4570,Delayed,4570,05:13:37,45
4571,Returned,4571,20:02:07,44
4572,Delivered,4572,19:57:13,47
4573,Returned,4573,23:26:05,40
4574,Delivered,4574,22:15:24,42
4575,Returned,4575,11:30:37,21
4576,Returned,4576,23:24:24,37
4577,Returned,4577,21:18:50,19
4578,Delivered,4578,14:52:12,50
4579,Returned,4579,11:18:26,4
4580,Delayed,4580,06:45:54,27
4581,Delayed,4581,18:50:26,17
4582,Delivered,4582,21:29:49,11
4583,Delivered,4583,13:18:52,46
4584,Delayed,4584,12:00:26,44
4585,Delivered,4585,12:12:58,14
4586,Delayed,4586,05:33:21,37
4587,Delivered,4587,21:11:20,4
4588,Delayed,4588,10:24:55,13
4589,Delayed,4589,14:50:42,30
4590,Delayed,4590,04:28:17,4
4591,Delayed,4591,13:59:28,2
4592,Delivered,4592,04:53:16,9
4593,Delivered,4593,20:49:42,16
4594,Delayed,4594,20:32:28,28
4595,Returned,4595,12:59:39,15
4596,Delivered,4596,16:24:38,1
4597,Returned,4597,20:56:50,18
4598,Delivered,4598,12:10:49,47
4599,Delayed,4599,19:01:46,1
4600,Delayed,4600,17:32:48,28
4601,Delivered,4601,20:08:58,6
4602,Returned,4602,05:17:45,15
4603,Delivered,4603,05:52:51,17
4604,Delayed,4604,09:49:00,49
4605,Delivered,4605,14:28:57,50
4606,Returned,4606,10:47:40,2
4607,Delivered,4607,11:35:13,48
4608,Returned,4608,12:42:57,3
4609,Delivered,4609,08:15:21,28
4610,Delivered,4610,08:16:43,14
4611,Returned,4611,22:17:41,41
4612,Delivered,4612,19:14:30,31
4613,Delayed,4613,15:32:56,39
4614,Delivered,4614,09:52:58,15
4615,Delayed,4615,02:41:41,37
4616,Delayed,4616,23:42:27,34
4617,Delivered,4617,01:28:31,8
4618,Delivered,4618,22:39:09,16
4619,Delivered,4619,11:20:56,28
4620,Delivered,4620,01:48:34,25
4621,Delayed,4621,21:26:22,33
4622,Returned,4622,02:24:24,40
4623,Delivered,4623,09:07:46,48
4624,Delivered,4624,15:46:48,19
4625,Delayed,4625,17:59:56,21
4626,Delivered,4626,14:06:53,4
4627,Delayed,4627,02:06:15,42
4628,Delivered,4628,06:22:52,37
4629,Returned,4629,03:45:51,18
4630,Delayed,4630,05:11:35,38
4631,Delivered,4631,15:52:39,9
4632,Delayed,4632,20:08:23,26
4633,Returned,4633,18:46:53,22
4634,Delayed,4634,09:28:48,17
4635,Returned,4635,02:11:42,1
4636,Returned,4636,10:07:05,37
4637,Returned,4637,17:47:26,48
4638,Delivered,4638,09:18:42,23
4639,Delivered,4639,04:32:08,46
4640,Delayed,4640,13:29:54,17
4641,Delayed,4641,02:57:46,14
4642,Delayed,4642,22:45:04,1
4643,Delivered,4643,19:38:21,8
4644,Delayed,4644,07:47:42,42
4645,Delayed,4645,13:06:13,7
4646,Delivered,4646,05:18:14,29
4647,Delivered,4647,08:47:07,6
4648,Delayed,4648,18:32:35,43
4649,Delayed,4649,11:13:17,24
4650,Returned,4650,03:12:13,38
4651,Delivered,4651,11:24:00,43
4652,Delivered,4652,12:22:43,11
4653,Delayed,4653,10:17:32,4
4654,Delivered,4654,07:55:54,14
4655,Delivered,4655,17:30:30,27
4656,Delivered,4656,09:03:59,30
4657,Delivered,4657,17:13:33,1
4658,Delayed,4658,19:56:58,50
4659,Delivered,4659,22:03:58,3
4660,Delayed,4660,11:19:31,48
4661,Returned,4661,10:00:30,12
4662,Delivered,4662,06:24:25,50
4663,Delayed,4663,02:13:14,3
4664,Delayed,4664,17:16:33,47
4665,Delayed,4665,23:18:34,13
4666,Delayed,4666,07:10:06,27
4667,Delayed,4667,22:16:10,24
4668,Returned,4668,12:26:33,46
4669,Returned,4669,17:55:46,11
4670,Returned,4670,23:55:09,3
4671,Delayed,4671,13:46:04,23
4672,Delayed,4672,12:17:44,45
4673,Delayed,4673,17:19:34,46
4674,Delayed,4674,16:35:17,26
4675,Returned,4675,14:18:21,36
4676,Delayed,4676,19:38:31,3
4677,Returned,4677,00:15:36,20
4678,Delivered,4678,02:34:08,1
4679,Delivered,4679,02:53:49,27
4680,Returned,4680,02:25:03,18
4681,Delivered,4681,06:00:16,38
4682,Returned,4682,17:26:10,15
4683,Delivered,4683,14:03:38,4
4684,Delayed,4684,21:00:24,1
4685,Returned,4685,20:27:56,8
4686,Delayed,4686,21:28:11,13
4687,Returned,4687,22:35:00,6
4688,Delivered,4688,11:24:22,9
4689,Delayed,4689,01:07:52,36
4690,Delayed,4690,12:07:49,43
4691,Returned,4691,19:52:41,2
4692,Returned,4692,13:37:23,27
4693,Delayed,4693,01:13:15,5
4694,Delayed,4694,09:04:35,26
4695,Delayed,4695,23:49:25,11
4696,Delayed,4696,15:08:36,47
4697,Delayed,4697,11:45:06,21
4698,Delayed,4698,02:16:03,7
4699,Returned,4699,04:56:26,31
4700,Delivered,4700,10:58:06,23
4701,Delivered,4701,14:29:27,40
4702,Delivered,4702,03:50:05,16
4703,Delayed,4703,21:17:48,21
4704,Returned,4704,00:45:22,15
4705,Returned,4705,12:29:19,44
4706,Delayed,4706,13:47:50,45
4707,Returned,4707,21:13:27,42
4708,Delayed,4708,02:02:20,20
4709,Returned,4709,08:33:14,47
4710,Returned,4710,02:25:06,8
4711,Delayed,4711,08:12:52,25
4712,Delivered,4712,10:57:01,16
4713,Delayed,4713,19:03:25,7
4714,Delivered,4714,02:13:25,41
4715,Delayed,4715,05:07:27,50
4716,Delayed,4716,11:35:27,4
4717,Delayed,4717,15:35:28,2
4718,Delayed,4718,20:52:46,24
4719,Returned,4719,13:20:50,29
4720,Delivered,4720,12:40:36,37
4721,Delayed,4721,11:53:02,30
4722,Returned,4722,20:37:40,4
4723,Delayed,4723,03:46:49,36
4724,Returned,4724,20:45:58,4
4725,Delivered,4725,08:23:37,1
4726,Delivered,4726,16:45:38,18
4727,Returned,4727,20:36:24,46
4728,Delayed,4728,20:20:47,34
