order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3395,433,19,Veg Soup,2023-11-22,20:25:57,Pending,1161.1
3396,104,2,Kheer,2024-11-23,08:35:19,Pending,90.56
3397,110,8,Chicken Shawarma,2019-12-31,01:12:33,Pending,1078.98
3398,373,25,Egg Biryani,2023-03-26,16:04:08,Pending,455.96
3399,370,27,Malabar Parotta,2023-08-26,01:46:42,Cancelled,770.1
3400,174,8,Malabar Parotta,2025-02-08,06:27:00,Delivered,1083.91
3401,228,17,Veg Manchurian,2025-06-07,02:42:55,Cancelled,280.35
3402,244,14,Chicken Saagwala,2025-08-16,02:57:12,Pending,1127.66
3403,253,27,Kheer,2025-11-03,14:25:13,Cancelled,829.37
3404,240,4,Rogan Josh,2023-10-24,01:30:00,Delivered,1377.95
3405,273,21,Egg Curry,2023-07-16,08:57:52,Cancelled,1135.38
3406,334,7,Momos,2024-07-09,05:53:37,Delivered,1413.29
3407,390,12,Chicken Curry,2025-02-26,15:47:21,Cancelled,524.5
3408,119,21,Rajma Chawal,2025-07-01,10:36:12,Delivered,1018.43
3409,243,1,Dal Tadka,2023-10-28,06:20:57,Cancelled,297.25
3410,90,11,Aloo Gobi,2024-08-20,17:53:42,Pending,127.51
3411,47,25,Paneer Masala,2024-04-29,18:53:50,Pending,181.69
3412,197,3,Chicken Burger,2025-11-18,21:42:21,Cancelled,1189.05
3413,115,4,Samosa,2024-11-16,10:43:36,Delivered,1430.88
3414,410,1,Chicken Boti,2024-06-19,01:57:28,Pending,1290.0
3415,275,8,Veg Thali,2024-01-12,06:42:17,Delivered,1245.32
3416,282,10,Fish Fry,2024-08-19,02:51:30,Pending,292.98
3417,230,21,Veg Manchurian,2024-01-30,00:57:28,Pending,1273.83
3418,5,3,Egg Curry,2025-05-16,06:39:55,Pending,1073.46
3419,337,1,Gajar Halwa,2025-10-19,08:41:31,Cancelled,544.94
3420,349,23,Paneer Pakora,2020-12-04,22:46:52,Delivered,432.01
3421,245,14,Momos,2024-06-12,14:07:16,Delivered,259.56
3422,437,25,Chicken Salad,2020-12-31,21:01:25,Delivered,1281.75
3423,298,12,Chicken Biryani,2025-08-22,22:16:08,Pending,68.78
3424,254,30,Chicken Kebabs,2025-12-18,16:12:28,Pending,1094.16
3425,485,5,Veg Thali,2023-11-27,04:25:06,Delivered,1139.19
3426,43,18,Egg Curry,2023-05-23,14:49:51,Cancelled,1321.07
3427,137,24,Chicken Salad,2024-12-10,09:48:55,Delivered,974.73
3428,264,11,Upma,2025-05-16,09:52:17,Cancelled,1096.77
3429,315,9,Lassi,2022-04-18,04:16:17,Pending,326.05
3430,444,15,Mutton Korma,2023-05-08,11:11:43,Cancelled,324.97
3431,160,14,Veg Manchurian,2025-12-05,11:28:09,Cancelled,1150.52
3432,239,29,Paneer Masala,2024-04-12,11:19:28,Delivered,1390.61
3433,382,5,Fish Fry,2024-11-12,14:50:48,Delivered,72.72
3434,130,9,Dahi Vada,2022-08-06,07:07:30,Pending,428.61
3435,308,23,Veg Soup,2025-10-03,06:42:28,Cancelled,358.56
3436,273,20,Chicken Roll,2023-06-10,00:27:43,Delivered,677.05
3437,378,19,Sambar,2025-09-15,01:22:29,Cancelled,178.91
3438,27,14,Tandoori Roti,2021-07-19,08:39:55,Cancelled,1309.11
3439,238,2,Chicken Seekh Kabab,2025-02-12,14:22:04,Pending,392.88
3440,12,10,Masala Dosa,2024-11-26,13:31:48,Pending,599.44
3441,433,24,Veg Manchurian,2023-12-02,19:12:12,Delivered,1137.15
3442,174,13,Chicken Seekh Kabab,2023-05-08,17:17:47,Pending,866.65
3443,131,15,Vada Pav,2025-07-02,12:53:13,Pending,1253.65
3444,303,3,Gobi Manchurian,2023-05-14,05:50:58,Pending,443.01
3445,210,10,Tandoori Roti,2025-01-17,01:59:48,Pending,1144.91
3446,466,25,Tandoori Fish,2025-06-06,20:12:46,Cancelled,1263.72
3447,326,27,Palak Paneer,2023-01-18,19:31:18,Pending,216.17
3448,76,28,Gajar Halwa,2024-03-21,17:58:16,Delivered,1413.58
3449,101,23,Gajar Halwa,2024-04-14,17:23:57,Cancelled,783.86
3450,360,26,Biryani Rice,2021-03-07,01:59:38,Delivered,608.06
3451,340,17,Fish Tikka,2020-09-27,11:28:46,Pending,786.12
3452,448,19,Rava Idli,2025-09-23,06:20:58,Cancelled,831.9
3453,143,26,Egg Curry,2025-08-04,11:25:49,Cancelled,483.64
3454,268,3,Tandoori Fish,2025-03-10,16:44:48,Delivered,84.32
3455,235,9,Egg Roll,2023-04-29,09:37:03,Delivered,793.95
3456,252,13,Mutton Curry,2020-11-21,08:05:57,Delivered,1265.79
3457,302,15,Fish Fry,2024-10-16,14:38:46,Cancelled,1084.36
3458,369,8,Masala Dosa,2025-01-26,01:53:39,Pending,1089.93
3459,65,27,Chicken Burger,2020-02-17,00:50:07,Cancelled,1015.36
3460,35,7,Chicken Tandoori,2023-09-22,13:18:28,Cancelled,510.12
3461,495,18,Pakora,2024-01-29,02:06:30,Delivered,289.55
3462,308,14,Fish Tikka,2022-07-03,22:12:40,Cancelled,164.07
3463,44,25,Gobi Manchurian,2022-06-14,22:49:04,Cancelled,1022.39
3464,108,6,Rava Idli,2021-10-11,08:25:12,Delivered,185.03
3465,126,5,Kachori,2024-06-22,21:18:00,Delivered,170.04
3466,134,14,Paneer Bhurji,2023-07-14,13:32:07,Delivered,1263.07
3467,123,25,Kheer,2022-11-22,01:35:40,Pending,412.32
3468,468,11,Chicken 65,2024-07-02,01:57:17,Pending,50.54
3469,322,30,Palak Paneer,2025-08-24,07:45:09,Cancelled,1460.6
3470,317,30,Chicken 65,2019-10-05,21:00:39,Pending,1179.05
3471,396,24,Pakora,2025-04-06,21:41:47,Pending,1232.03
3472,225,30,Chapati,2025-12-22,21:43:29,Delivered,1478.37
3473,32,27,Masala Chai,2023-12-14,04:40:33,Pending,790.32
3474,20,10,Upma,2024-02-20,15:48:29,Delivered,1118.98
3475,144,17,Veg Fried Rice,2025-01-15,06:39:43,Delivered,375.54
3476,3,30,Dal Tadka,2022-12-05,10:51:19,Delivered,373.31
3477,339,9,Kachori,2021-10-21,06:25:35,Cancelled,161.94
3478,323,28,Chicken Wings,2023-10-29,03:11:25,Pending,130.83
3479,417,25,Stuffed Paratha,2019-02-02,07:03:55,Delivered,1374.42
3480,258,29,Masala Dosa,2020-12-22,15:27:20,Cancelled,649.65
3481,324,19,Pav Bhaji,2025-05-02,12:51:36,Cancelled,510.48
3482,249,2,Masala Dosa,2024-06-04,07:13:28,Delivered,621.17
3483,120,15,Paneer Pakora,2023-08-29,11:23:39,Pending,1066.79
3484,140,10,Mutton Biryani,2022-05-08,21:07:06,Cancelled,364.62
3485,279,22,Tandoori Chicken,2020-07-04,06:54:56,Delivered,1259.17
3486,85,14,Chicken Roll,2020-01-08,09:11:51,Delivered,1430.57
3487,347,4,Tikka Masala,2025-09-17,00:38:20,Delivered,359.15
3488,294,21,Egg Curry,2024-05-04,15:20:16,Delivered,1331.63
3489,455,14,Tandoori Chicken,2025-09-20,10:31:37,Delivered,955.8
3490,370,9,Biryani Rice,2024-12-27,15:27:55,Cancelled,320.59
3491,499,8,Chicken Tandoori,2018-06-27,18:08:55,Delivered,439.48
3492,281,15,Mutton Curry,2021-11-05,05:58:47,Delivered,209.59
3493,483,9,Rava Idli,2022-09-03,14:55:43,Delivered,1159.4
3494,19,22,Kofta Curry,2025-06-16,16:03:22,Delivered,1003.16
3495,247,22,Mutton Korma,2023-04-27,09:31:20,Pending,942.46
3496,345,1,Kulfi,2021-09-18,20:30:20,Pending,1461.1
3497,19,19,Chapati,2024-12-21,09:01:01,Cancelled,197.53
3498,307,14,Veg Pulao,2025-01-29,12:06:23,Pending,1247.12
3499,11,27,Gulab Jamun,2023-06-21,07:22:47,Pending,1463.02
3500,16,16,Fish Curry,2025-11-11,12:37:27,Cancelled,735.48
3501,356,8,Dal Makhani,2021-01-31,00:17:37,Delivered,1091.16
3502,500,28,Lassi,2021-04-19,08:22:50,Pending,856.37
3503,347,27,Tikka Masala,2025-01-09,12:55:46,Cancelled,961.8
3504,384,9,Tandoori Chicken,2023-09-11,03:47:26,Delivered,1494.81
3505,326,17,Pakora,2022-10-20,18:53:35,Pending,403.12
3506,300,29,Chicken Pakora,2025-02-07,09:59:22,Pending,1425.29
3507,392,16,Butter Garlic Naan,2021-03-14,13:58:18,Delivered,1417.2
3508,338,19,Paneer Bhurji,2021-12-05,06:56:04,Cancelled,355.73
3509,461,1,Chicken Lollipop,2025-01-17,15:17:09,Cancelled,539.41
3510,29,5,Veg Fried Rice,2024-06-20,06:34:17,Cancelled,1316.65
3511,116,4,Tandoori Roti,2024-11-04,06:17:58,Delivered,179.32
3512,241,21,Gulab Jamun,2022-08-07,17:16:03,Cancelled,1447.52
3513,90,28,Chicken Kebabs,2025-12-22,17:01:08,Cancelled,1485.32
3514,160,24,Paneer Tikka,2025-10-23,19:04:15,Pending,1460.48
3515,71,14,Vegetable Pakora,2025-04-27,10:25:47,Cancelled,1488.4
3516,236,10,Veg Thali,2019-01-10,11:44:09,Cancelled,232.5
3517,477,3,Rajma Chawal,2022-04-27,07:23:41,Cancelled,1397.73
3518,135,13,Chicken Fry,2019-12-15,00:53:10,Cancelled,777.65
3519,123,2,Veg Manchurian,2025-02-24,19:36:53,Cancelled,805.68
3520,159,26,Chicken 65,2025-06-14,19:21:38,Pending,361.12
3521,496,9,Chicken Biryani,2025-02-18,18:41:31,Cancelled,1075.73
3522,421,19,Chicken Pulao,2019-08-05,18:13:49,Delivered,1226.97
3523,436,21,Chicken Wings,2025-08-25,02:13:38,Cancelled,649.24
3524,43,30,Masala Dosa,2021-01-24,01:16:59,Pending,421.83
3525,142,12,Rogan Josh,2022-04-16,10:27:11,Cancelled,333.71
3526,132,9,Mutton Curry,2019-06-29,12:29:19,Pending,940.29
3527,74,13,Kofta Curry,2025-05-21,02:12:29,Cancelled,743.82
3528,33,18,Bhel Puri,2025-12-13,14:40:27,Delivered,525.94
3529,107,29,Butter Chicken,2024-06-30,11:29:53,Delivered,71.91
3530,291,12,Chicken Curry,2024-11-11,00:48:06,Delivered,1060.48
3531,179,21,Chicken Burger,2021-09-18,05:21:08,Pending,865.7
3532,65,17,Dahi Vada,2023-08-20,20:35:59,Delivered,870.11
3533,485,18,Fish Fry,2023-11-28,09:46:35,Cancelled,1402.64
3534,360,9,Chicken Seekh Kabab,2025-08-19,03:49:17,Cancelled,450.14
3535,491,25,Mutton Biryani,2024-10-30,16:47:17,Cancelled,1411.96
3536,341,9,Palak Paneer,2021-01-28,03:40:34,Delivered,62.67
3537,209,17,Palak Kofta,2025-08-23,19:16:48,Pending,1310.72
3538,352,22,Chicken Kebabs,2023-10-19,02:24:54,Cancelled,1205.17
3539,225,21,Vegetable Pakora,2023-06-23,22:21:58,Pending,777.58
3540,284,20,Fish Tikka,2020-11-21,17:21:19,Delivered,237.07
3541,320,10,Tandoori Chicken,2023-11-19,10:48:10,Cancelled,1360.78
3542,194,18,Paneer Butter Masala,2024-10-25,03:14:39,Cancelled,1404.85
3543,188,11,Chicken Fry,2025-06-06,14:06:38,Delivered,1247.0
3544,136,19,Fish Curry,2020-07-28,10:18:13,Pending,246.93
3545,473,26,Chicken Lollipop,2019-03-24,11:05:18,Cancelled,1141.03
3546,26,23,Tandoori Roti,2025-09-14,03:52:15,Cancelled,631.39
3547,499,13,Paneer Pakora,2021-04-25,04:57:21,Pending,688.07
3548,454,23,Gulab Jamun,2020-11-08,17:21:12,Cancelled,532.09
3549,269,14,Chicken Nuggets,2024-08-28,15:15:06,Delivered,249.67
3550,322,20,Fish Curry,2025-04-20,08:14:06,Cancelled,171.75
3551,187,1,Fish Fry,2025-04-06,12:44:57,Delivered,546.83
3552,159,25,Pesarattu,2024-01-31,21:01:23,Cancelled,177.34
3553,418,1,Rava Idli,2021-09-09,15:18:53,Delivered,737.12
3554,8,10,Chicken Tandoori,2025-10-25,04:51:39,Cancelled,302.55
3555,250,25,Biryani Rice,2025-01-09,06:45:52,Delivered,717.88
3556,233,22,Sambar,2021-01-16,16:48:23,Pending,95.0
3557,311,14,Chicken Tandoori,2025-12-09,10:08:47,Cancelled,84.7
3558,285,6,Idli,2025-09-08,10:21:56,Delivered,272.21
3559,487,1,Kulfi,2024-06-15,18:53:58,Cancelled,671.58
3560,159,5,Butter Garlic Naan,2025-06-14,03:43:54,Delivered,450.17
3561,395,26,Tandoori Chicken,2022-10-23,05:13:00,Delivered,1322.54
3562,46,27,Pakora,2025-06-23,15:51:30,Cancelled,693.46
3563,174,7,Lassi,2024-03-27,08:44:35,Pending,105.25
3564,148,21,Prawn Curry,2023-05-04,08:49:28,Pending,490.33
3565,335,9,Egg Curry,2025-12-15,10:34:57,Cancelled,1433.88
3566,479,3,Palak Paneer,2023-02-17,22:51:03,Cancelled,465.92
3567,251,1,Dal Makhani,2024-08-15,14:59:41,Cancelled,899.2
3568,323,23,Stuffed Paratha,2023-11-29,06:42:35,Delivered,491.76
3569,73,14,Bhindi Masala,2022-12-17,09:52:47,Pending,1380.03
3570,20,22,Paneer Masala,2025-06-03,06:40:04,Cancelled,919.16
3571,229,28,Chutney,2024-10-09,14:08:52,Pending,456.18
3572,19,2,Chicken Shawarma,2024-06-05,20:58:19,Delivered,519.94
3573,21,21,Chicken Lollipop,2024-12-28,21:22:17,Cancelled,1056.21
3574,385,18,Bhel Puri,2025-07-12,07:16:50,Pending,64.09
3575,91,18,Chapati,2024-04-08,06:17:58,Pending,390.52
3576,13,25,Sambar,2025-11-27,21:42:31,Delivered,681.25
3577,61,27,Masala Chai,2021-11-27,09:33:28,Cancelled,1379.68
3578,305,1,Chicken Salad,2024-11-30,18:49:45,Cancelled,951.39
3579,273,20,Samosa,2023-04-17,18:36:51,Pending,1253.0
3580,472,17,Vada Pav,2023-06-10,17:25:19,Delivered,1356.59
3581,202,14,Veg Manchurian,2021-10-11,03:14:10,Pending,838.83
3582,482,30,Kulfi,2025-02-07,19:57:50,Pending,1307.98
3583,208,6,Palak Paneer,2021-01-03,00:46:13,Delivered,1239.28
3584,184,28,Upma,2023-10-23,10:53:07,Cancelled,520.25
3585,138,19,Chicken Wings,2022-02-10,02:55:53,Cancelled,1482.99
3586,479,5,Mutton Biryani,2023-07-22,18:22:43,Cancelled,158.78
3587,370,2,Masala Omelette,2025-10-17,19:26:35,Cancelled,78.82
3588,30,25,Tandoori Fish,2025-05-16,13:00:47,Pending,1413.56
3589,287,9,Pakora,2024-04-15,04:13:13,Cancelled,596.27
3590,371,25,Paneer Bhurji,2020-02-03,20:40:36,Cancelled,479.24
3591,248,22,Chicken Roll,2019-06-11,15:59:52,Cancelled,266.95
3592,140,18,Masala Paneer,2024-07-28,18:15:47,Cancelled,1207.71
3593,248,26,Aloo Gobi,2023-10-28,14:24:26,Pending,1309.5
3594,107,27,Dal Tadka,2023-04-25,05:09:09,Pending,1015.37
3595,164,11,Biryani Rice,2020-01-17,12:09:51,Cancelled,636.11
3596,268,19,Chole Bhature,2021-05-18,16:18:55,Cancelled,330.43
3597,93,10,Gajar Halwa,2019-01-14,16:34:27,Pending,519.34
3598,228,13,Chicken Salad,2023-06-07,00:22:42,Pending,1240.07
3599,123,26,Veg Soup,2019-10-28,13:53:47,Cancelled,770.91
3600,90,4,Rava Idli,2025-12-13,07:09:05,Cancelled,1485.87
3601,32,16,Veg Sandwich,2025-03-26,00:30:37,Cancelled,584.58
3602,450,30,Fish Curry,2024-01-16,01:18:12,Delivered,681.69
3603,219,27,Chicken Saagwala,2020-11-22,07:04:24,Cancelled,666.41
3604,381,4,Pesarattu,2020-09-08,00:39:09,Delivered,448.78
3605,478,11,Prawn Curry,2021-05-29,07:05:04,Cancelled,340.49
3606,323,8,Naan,2023-07-05,02:13:42,Cancelled,732.14
3607,46,27,Chicken Shawarma,2025-08-14,05:11:04,Cancelled,253.53
3608,210,20,Chicken Pakora,2020-07-08,11:56:39,Delivered,1013.84
3609,137,15,Upma,2025-06-13,15:37:14,Delivered,193.55
3610,79,21,Tandoori Fish,2023-02-13,08:13:18,Pending,316.73
3611,340,29,Masala Dosa,2021-10-27,19:57:43,Delivered,76.35
3612,309,3,Bhindi Masala,2025-02-05,04:11:18,Delivered,141.29
3613,396,6,Kulfi,2025-05-06,04:13:52,Cancelled,914.78
3614,495,6,Naan,2021-10-21,14:34:19,Pending,1124.74
3615,213,25,Chicken Salad,2024-08-08,08:06:11,Pending,1427.17
3616,254,22,Paneer Tikka,2025-02-24,13:07:37,Delivered,1480.06
3617,415,26,Chole Bhature,2021-06-02,20:45:19,Delivered,1131.23
3618,302,28,Palak Paneer,2024-06-06,05:18:55,Delivered,124.37
3619,271,15,Fish Fry,2024-12-19,21:41:30,Cancelled,1441.14
3620,88,25,Egg Curry,2025-10-23,09:34:09,Pending,129.97
3621,410,4,Chicken Curry,2024-08-11,18:32:35,Pending,1258.22
3622,428,16,Paneer Tikka,2024-04-04,19:35:01,Cancelled,255.12
3623,397,9,Masala Chai,2024-08-03,15:41:58,Pending,1078.52
3624,268,5,Masala Paneer,2023-04-15,14:22:17,Cancelled,778.29
3625,395,3,Prawn Curry,2025-04-10,16:53:11,Cancelled,1378.47
3626,113,7,Upma,2024-07-18,15:52:14,Delivered,322.79
3627,385,7,Gajar Halwa,2024-11-24,13:42:18,Delivered,850.16
3628,239,12,Butter Naan,2023-03-06,13:08:51,Cancelled,583.21
3629,264,7,Veg Thali,2023-03-29,18:37:35,Cancelled,1244.57
3630,171,19,Mutton Biryani,2022-07-26,20:07:52,Pending,431.05
3631,203,22,Prawn Curry,2025-09-14,20:02:11,Pending,423.27
3632,158,21,Egg Roll,2022-02-22,18:08:57,Delivered,360.92
3633,401,11,Gobi Manchurian,2023-10-01,17:04:30,Delivered,257.84
3634,397,28,Kofta Curry,2022-10-19,20:05:07,Pending,420.97
3635,469,12,Veg Cutlet,2024-05-05,18:27:13,Cancelled,233.34
3636,395,1,Dahi Vada,2023-08-01,01:07:04,Delivered,1292.95
3637,87,9,Chicken Curry,2021-12-11,16:40:15,Cancelled,1289.28
3638,332,8,Fish Fry,2024-10-03,05:56:32,Cancelled,351.37
3639,443,20,Kheer,2025-07-02,12:38:18,Pending,767.02
3640,93,25,Rogan Josh,2025-01-21,18:51:15,Cancelled,1241.81
3641,229,25,Veg Fried Rice,2025-04-16,07:15:13,Delivered,782.29
3642,247,16,Upma,2024-10-11,06:07:31,Cancelled,979.38
3643,207,10,Masala Chai,2022-04-21,10:35:49,Delivered,831.78
3644,226,4,Malabar Parotta,2025-12-25,15:01:36,Pending,548.31
3645,462,13,Rogan Josh,2023-12-01,04:04:57,Cancelled,697.53
3646,163,28,Prawn Fry,2025-06-18,03:01:47,Pending,127.82
3647,324,17,Veg Soup,2024-10-11,02:54:07,Pending,1383.09
3648,202,6,Pulao,2021-05-05,00:18:28,Pending,123.07
3649,34,19,Chapati,2023-04-02,18:53:53,Pending,130.0
3650,438,5,Gajar Halwa,2025-06-23,03:22:56,Delivered,88.4
3651,104,15,Bhel Puri,2023-05-18,13:28:50,Pending,137.86
3652,223,6,Bhindi Masala,2025-09-15,06:45:22,Delivered,455.09
3653,30,6,Chicken 65,2020-05-16,15:29:13,Delivered,1486.85
3654,348,11,Chicken Nuggets,2024-09-29,17:32:16,Cancelled,1201.81
3655,253,4,Butter Chicken,2025-07-13,17:57:53,Delivered,1410.84
3656,476,4,Pesarattu,2024-02-25,13:28:11,Pending,210.91
3657,156,18,Mutton Curry,2024-10-15,12:40:26,Cancelled,1423.16
3658,357,3,Mutton Biryani,2020-08-30,22:47:50,Cancelled,807.26
3659,432,28,Egg Biryani,2022-11-02,15:42:45,Cancelled,307.78
3660,6,14,Chicken Nuggets,2024-01-13,06:11:50,Pending,427.8
3661,105,18,Butter Garlic Naan,2025-12-19,11:21:27,Cancelled,1391.61
3662,172,29,Chicken Korma,2023-08-15,02:17:18,Delivered,630.68
3663,496,5,Paneer Butter Masala,2024-06-05,05:06:35,Delivered,829.5
3664,100,21,Chicken Roll,2024-07-06,04:56:10,Cancelled,1198.95
3665,448,20,Veg Pulao,2023-03-31,21:26:07,Cancelled,322.34
3666,205,24,Vada Pav,2025-05-21,09:47:28,Delivered,380.21
3667,87,6,Gulab Jamun,2021-05-11,02:51:10,Pending,1007.45
3668,265,16,Bhel Puri,2023-12-08,17:12:58,Delivered,167.38
3669,389,3,Vegetable Pakora,2021-07-28,07:17:44,Delivered,354.37
3670,89,16,Veg Pulao,2023-05-11,05:37:23,Cancelled,1403.55
3671,354,24,Paneer Bhurji,2025-03-27,06:39:31,Pending,508.01
3672,404,2,Rava Idli,2024-05-20,21:06:28,Pending,1499.17
3673,61,7,Masala Dosa,2022-04-04,18:04:24,Cancelled,292.82
3674,383,25,Gobi Manchurian,2022-04-02,06:27:17,Delivered,1472.9
3675,136,9,Chicken Soup,2020-07-18,21:49:14,Pending,458.95
3676,134,23,Stuffed Paratha,2022-07-27,14:03:48,Cancelled,692.0
3677,495,9,Vegetable Curry,2023-03-03,07:41:03,Cancelled,114.19
3678,51,1,Malai Kofta,2025-07-27,13:03:55,Cancelled,291.01
3679,196,14,Dal Tadka,2022-05-19,12:20:41,Cancelled,308.37
3680,39,20,Chicken Nuggets,2025-07-29,12:14:32,Pending,1083.01
3681,343,18,Gobi Manchurian,2020-06-05,14:58:30,Delivered,1017.74
3682,366,7,Masala Omelette,2025-10-31,20:01:47,Cancelled,837.54
3683,365,25,Chicken Lollipop,2020-06-01,17:29:38,Pending,598.07
3684,114,7,Idli,2020-07-18,00:51:33,Delivered,1103.77
3685,4,9,Veg Cutlet,2025-05-26,09:31:26,Delivered,356.21
3686,186,19,Mutton Biryani,2024-08-26,07:38:50,Delivered,1180.39
3687,76,23,Masala Paneer,2025-11-28,18:16:32,Pending,419.66
3688,251,9,Idli,2021-09-04,11:18:41,Delivered,407.4
3689,416,7,Corn Bhel,2024-07-23,07:30:33,Delivered,1040.96
3690,9,23,Palak Kofta,2020-07-11,15:36:06,Pending,1217.96
3691,353,8,Pulao,2025-07-13,19:06:21,Pending,89.89
3692,122,10,Butter Garlic Naan,2024-10-04,21:37:51,Cancelled,243.18
3693,240,12,Chicken Saagwala,2022-12-15,12:50:37,Pending,527.92
3694,39,29,Upma,2024-10-06,03:45:38,Pending,192.99
3695,349,14,Nihari,2021-08-07,18:26:53,Pending,1396.67
3696,402,15,Chapati,2024-05-16,05:25:49,Delivered,809.16
3697,448,29,Paneer Pakora,2023-07-27,08:40:47,Pending,1039.06
3698,347,21,Kachori,2024-11-08,05:12:39,Cancelled,355.47
3699,297,14,Prawn Fry,2021-05-31,11:42:09,Delivered,341.47
3700,328,19,Veg Pulao,2020-03-29,20:48:39,Pending,1039.74
3701,134,30,Malabar Parotta,2024-03-22,14:21:58,Cancelled,1099.69
3702,165,4,Fish Fry,2018-12-06,20:04:34,Cancelled,1416.76
3703,58,16,Dahi Vada,2024-04-18,21:22:23,Delivered,463.62
3704,380,6,Paneer Pakora,2025-12-21,07:22:02,Delivered,1018.65
3705,268,17,Chutney,2022-11-24,02:24:18,Pending,620.68
3706,21,17,Pav Bhaji,2024-07-06,07:57:06,Cancelled,305.56
3707,132,3,Chicken Curry,2019-01-24,13:26:34,Pending,814.03
3708,132,15,Chole Bhature,2023-10-22,03:12:46,Delivered,401.33
3709,354,2,Sambar,2024-11-17,00:35:39,Delivered,899.21
3710,478,22,Chicken Soup,2025-01-12,00:51:18,Delivered,1370.58
3711,183,17,Butter Naan,2021-11-13,01:26:14,Delivered,639.57
3712,475,28,Butter Chicken,2023-08-19,02:00:55,Cancelled,1111.73
3713,145,17,Nihari,2025-12-16,09:15:51,Pending,155.43
3714,413,25,Gajar Halwa,2025-12-11,06:44:44,Cancelled,926.85
3715,319,9,Fish Curry,2023-11-25,19:16:59,Cancelled,1263.77
3716,13,6,Momos,2023-10-08,03:55:40,Pending,1288.08
3717,488,24,Chicken Roll,2025-01-06,04:04:28,Pending,1296.96
3718,59,3,Mutton Korma,2024-11-04,02:18:18,Pending,885.49
3719,118,2,Cheese Naan,2024-09-17,01:01:41,Pending,785.74
3720,67,9,Paneer Bhurji,2022-02-11,01:16:32,Delivered,763.01
3721,305,9,Stuffed Paratha,2023-10-07,05:23:12,Delivered,151.82
3722,170,26,Aloo Tikki,2020-04-15,13:00:47,Delivered,97.01
3723,220,8,Tandoori Fish,2023-01-30,13:29:15,Delivered,218.6
3724,70,20,Idli,2022-09-03,20:34:58,Pending,314.42
3725,470,1,Kadai Chicken,2024-09-12,14:20:35,Pending,962.13
3726,431,19,Chicken Nuggets,2020-12-09,10:34:40,Pending,243.16
3727,443,15,Egg Curry,2022-09-23,05:13:23,Pending,61.29
3728,81,11,Chicken Lollipop,2021-12-06,10:55:42,Pending,110.92
3729,454,8,Tandoori Fish,2021-04-23,03:09:12,Cancelled,1242.4
3730,191,23,Chicken Pakora,2023-06-16,19:58:38,Cancelled,1225.64
3731,399,27,Chicken Wings,2022-03-06,15:50:59,Pending,410.57
3732,274,15,Lassi,2025-07-07,12:29:19,Pending,193.28
3733,90,28,Idli,2024-12-20,12:11:22,Cancelled,337.62
3734,438,30,Egg Curry,2024-07-31,22:38:23,Pending,949.55
3735,154,8,Chicken Shawarma,2025-01-13,20:09:35,Pending,614.77
3736,457,5,Palak Paneer,2025-02-02,04:09:28,Cancelled,1067.78
3737,380,6,Mutton Biryani,2023-12-31,16:38:47,Cancelled,1294.1
3738,271,5,Masala Paneer,2025-12-08,07:32:27,Pending,56.21
3739,144,24,Veg Cutlet,2025-08-28,03:12:11,Pending,597.51
3740,204,10,Corn Bhel,2024-03-19,06:02:36,Delivered,1441.54
3741,45,3,Tandoori Fish,2025-09-03,01:48:05,Cancelled,1150.11
3742,307,5,Bhel Puri,2024-06-18,07:47:54,Cancelled,1295.62
3743,214,3,Dal Makhani,2025-09-20,10:59:18,Cancelled,199.8
3744,444,13,Dal Tadka,2020-10-19,07:52:34,Cancelled,303.17
3745,247,16,Pav Bhaji,2022-04-07,07:53:58,Pending,752.96
3746,372,7,Chicken Seekh Kabab,2024-04-08,02:54:32,Delivered,71.52
3747,338,1,Tandoori Fish,2025-10-11,12:25:12,Pending,1492.55
3748,493,23,Gulab Jamun,2025-08-09,04:17:35,Cancelled,1328.85
3749,37,22,Chapati,2022-05-30,10:54:32,Cancelled,1426.23
3750,287,28,Chicken Pakora,2025-01-03,01:50:29,Delivered,574.51
3751,233,11,Pulao,2024-12-05,18:59:32,Pending,857.54
3752,3,27,Chapati,2025-12-17,14:33:02,Pending,1023.22
3753,130,8,Pesarattu,2024-06-23,15:11:14,Pending,1149.72
3754,64,20,Vegetable Pakora,2024-11-14,21:22:41,Pending,1278.65
3755,224,25,Corn Bhel,2019-08-29,05:29:37,Pending,455.25
3756,199,23,Mutton Curry,2025-12-06,16:55:20,Cancelled,1178.58
3757,130,19,Masala Dosa,2023-05-15,22:11:06,Delivered,716.96
3758,480,15,Kadai Chicken,2019-04-20,16:11:32,Cancelled,1020.14
3759,443,30,Masala Papad,2023-12-28,21:13:48,Pending,549.72
3760,21,11,Veg Fried Rice,2024-08-27,03:58:12,Pending,638.19
3761,413,16,Mutton Biryani,2025-01-20,12:36:08,Pending,996.79
3762,358,2,Prawn Biryani,2024-09-02,05:36:22,Delivered,1485.91
3763,70,3,Bhel Puri,2023-07-12,08:13:48,Delivered,1466.99
3764,86,16,Chicken Wings,2025-04-27,03:16:40,Pending,696.44
3765,47,26,Rajma Chawal,2022-05-24,16:51:27,Delivered,1076.68
3766,213,9,Mutton Biryani,2019-11-02,19:07:24,Pending,825.53
3767,390,12,Paneer Tikka,2024-11-04,01:35:39,Delivered,539.78
